Craton,REFERENCE,SAMPLE_ID,ROCK_NAME,LATITUDE,LONGITUDE,MIN_AGE,AGE,MAX_AGE,C_MIN_AGE,C_AGE,C_MAX_AGE,Arc_probability3,SIO2,TIO2,AL2O3,FEOT,MNO,MGO,CAO,NA2O,K2O,P2O5,SC,V,CR,CO,NI,CU,ZN,GA,RB,SR,Y,ZR,NB,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,PB,TH,U
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",74TOH 94-1,BASALT,64.2431,29.1042,2500,3175,3850,2740,2770,2800,0.404432416,47.5,0.343,7.78,12.5,0.206,14.7,10.5,0.84,0.065,0.025,,184,3681,120,1070,40,80,,0,6.76,6,7,8,40,71.65,0,10,,,,,,,,,,,,,,10,0,0,3
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",76TOH 94-1,BASALT,64.2381,29.1118,2500,3175,3850,2740,2770,2800,0.319628328,53.5,0.612,14,8.78,0.145,7.59,8.22,4.23,0.097,0.05,,238,337,70,120,10,30,,5.49,131.07,15,44,8,20,89.57,10,30,,,,,,,,,,,,,,0,10,0,3
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",121IJY 94-1,BASALT,65.1578,29.0935,2500,3175,3850,2740,2770,2800,0.023206979,49.3,0.693,13.6,11.7,0.227,7.23,11,2.6,0.121,0.058,,279,232,80,140,50,80,,5.49,81.18,16,22,16,40,17.91,40,10,,,,,,,,,,,,,,10,10,0,3
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",89TOH 94-1,BASALT,64.2971,29.0412,2500,3175,3850,2740,2770,2800,0.008207217,46.2,0.808,14.6,12,0.197,7.11,11.5,1.91,0.297,0.074,,340,273,60,120,40,100,,4.57,107.39,21,37,7,10,53.74,0,0,,,,,,,,,,,,,,10,10,0,2
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",207JEV 95-1,basalt,64.2434,28.9869,2500,3175,3850,2740,2770,2800,0.000910328,49.6,0.537,15.4,9.47,0.216,7.12,12,2.77,0.364,0.047,,252,411,240,90,60,80,,8.23,138.68,14,15,13,0,80.61,10,0,,,,,,,,,,,,,,10,10,0,0
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",116TOH 95-1,BASALT,64.4419,29.039,2500,3175,3850,2740,2770,2800,0.078336,50.7,0.84,10.2,11.8,0.285,10.6,8.59,2.96,0.118,0.068,,245,1977,50,120,60,370,,9.14,84.56,12,37,19,10,62.7,10,20,,,,,,,,,,,,,,10,30,0,1
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",180JSN 95-1,BASALT,63.9438,29.0715,2500,3175,3850,2740,2748,2756,0.404088527,49.4,0.59,14.2,10.4,0.237,9.54,10.3,1.4,0.082,0.051,,177,814,230,250,10,100,,6.4,59.19,1,15,14,10,53.74,10,10,,,,,,,,,,,,,,10,0,0,13
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",36TOH 96-1,BASALT,65.1506,29.0675,2500,3175,3850,2740,2770,2800,0.080892384,48.8,0.549,13.7,10.1,0.22,9.83,10.3,2.12,0.135,0.047,,224,603,70,230,70,70,,8.23,74.41,26,15,13,10,62.7,20,0,,,,,,,,,,,,,,10,10,0,8
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",21TOH 93-1,BASALT,64.2328,29.0901,2500,3175,3850,2740,2770,2800,0.101975381,48.9,0.507,11.7,11.2,0.191,11.7,8.6,3.21,0.11,0.033,,242,1245,80,150,80,50,,2.74,54.96,13,22,5,10,26.87,20,10,,,,,,,,,,,,,,0,0,0,4
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",35R 0-1/50.20,BASALT,64.4474,29.0532,2500,3175,3850,2763,2788,2813,0.999934673,45.08,0.71,11.37,20.2,0.56,7.13,9.94,1.85,1.12,,,,915,,300,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",7HP 92-1,BASALT,64.2324,29.0845,2500,3175,3850,2740,2770,2800,0.996486068,53.71,0.86,17.1,8.24,0.165,4.44,11.38,2.53,0.24,0.054,,263,297,78,157,117,134,13,0,113,19,48,0,,39,0,7,,,,,,,,,,,,,,,23,,
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",54TOH 94-1,BASALT,64.2446,29.07,2500,3175,3850,2740,2770,2800,0.054551974,45.5,0.675,14.6,11,0.225,9.79,11.4,1.21,0.188,0.059,,286,1054,110,320,50,60,,4.57,63.42,20,37,8,10,26.87,10,10,,,,,,,,,,,,,,0,10,0,3
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",109TOH 96-1,BASALT,65.1925,29.1107,2500,3175,3850,2740,2770,2800,0.574686408,49.9,0.632,13.8,12.2,0.235,9.32,7.65,2.48,0.342,0.056,,292,310,70,70,30,250,,15.54,99.78,11,15,15,0,170.18,20,0,,,,,,,,,,,,,,0,10,,6
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",185TTT 96-1,basalt,64.2822,29.0523,2500,3175,3850,2740,2770,2800,0.72767365,48.5,0.864,14.8,11.9,0.223,7.55,9.58,2.64,0.806,0.084,,299,292,40,120,120,110,,30.18,145.44,16,37,14,50,232.87,20,20,,,,,,,,,,,,,,0,30,0,12
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",14SII 94-1/28.80,BASALT,64.2434,29.0504,2500,3175,3850,2763,2788,2813,0.366233706,49.5,0.439,10.5,9.56,0.224,13.6,10.6,1.44,0.128,0.042,,197,1615,100,570,0,140,,4.57,56.65,6,7,12,20,35.83,10,20,,,,,,,,,,,,,,10,10,0,2
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",192TOH 96-1,BASALT,65.2078,29.0983,2500,3175,3850,2740,2770,2800,0.035381213,54,0.784,14.5,9.33,0.188,7.93,7.36,2.54,0.74,0.243,,177,463,40,140,20,90,,24.69,225.77,15,81,19,0,322.44,20,60,,,,,,,,,,,,,,0,10,,10
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",121TOH 95-2,BASALT,64.2486,29.0733,2500,3175,3850,2740,2770,2800,0.141214192,47.9,0.431,9.78,10.5,0.24,14.2,11.1,1.11,0.243,0.036,,197,1567,90,540,0,130,,13.72,37.21,8,0,18,20,80.61,20,20,,,,,,,,,,,,,,0,10,0,0
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",100IJY 94-1,BASALT,65.1589,29.0956,2500,3175,3850,2740,2770,2800,0.036224652,51.1,0.715,14,10.2,0.179,6.88,9.91,3.8,0.127,0.07,,272,196,70,130,30,60,,6.4,95.55,13,22,14,20,35.83,0,20,,,,,,,,,,,,,,0,10,0,5
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",137JSK 93-1,basalt,64.4393,29.04,2500,3175,3850,2740,2770,2800,0.024021292,49,1.03,12.6,12.7,0.182,8.71,8.84,2.57,0.354,0.098,,288,378,70,130,30,140,,15.54,130.22,21,67,10,0,134.35,20,30,,,,,,,,,,,,,,10,0,0,8
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",94TOH 96-1,BASALT,65.1806,29.1083,2500,3175,3850,2740,2770,2800,0.175643489,50.6,0.85,13,11.5,0.192,7.57,10.9,1.66,0.434,0.072,,286,326,40,90,110,100,,15.54,189.41,10,37,15,0,161.22,10,20,,,,,,,,,,,,,,0,10,0,8
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",39JTL 97-1,BASALT,63.8268,28.817,2500,3175,3850,2740,2770,2800,0.014622168,48.7,0.759,16.3,11.4,0.193,7.24,11.2,2.05,0.238,0.08,,274,297,80,150,90,80,,9.14,103.16,14,15,14,10,62.7,10,20,,,,,,,,,,,,,,10,10,0,0
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",168MAF 96-1,THOLEIITE,65.2087,29.156,2500,3175,3850,2740,2770,2800,0.35152629,51.6,0.577,15.3,9.42,0.257,6.97,10.6,2.94,0.526,0.06,,265,393,60,120,40,90,,23.77,180.11,11,15,17,30,107.48,0,0,,,,,,,,,,,,,,0,0,,5
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",73JTL 98-1,basalt,63.8242,28.827,2500,3175,3850,2740,2770,2800,0.174148843,47.3,0.578,11.8,11.2,0.261,14.4,11.5,1.22,0.188,0.062,,222,1273,80,400,10,110,,11.89,24.52,7,7,15,20,26.87,30,20,,,,,,,,,,,,,,10,20,0,11
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",71IJY 94-1,BASALT,65.1573,29.0773,2500,3175,3850,2740,2770,2800,0.374384999,46.9,0.656,11.6,11.3,0.21,12.7,10.1,1.76,0.114,0.061,,238,985,90,340,10,80,,3.66,53.27,15,22,16,20,62.7,10,30,,,,,,,,,,,,,,0,10,0,10
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",71IJY 94-1,BASALT,65.1573,29.0773,2500,3175,3850,2740,2770,2800,0.004646788,49.1,1.31,14,12.8,0.203,6.33,9.41,2.36,0.653,0.159,,306,138,70,120,220,60,,32,166.58,23,81,23,20,223.92,0,10,,,,,,,,,,,,,,10,10,0,4
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",4JTL 96-1,basalt,63.8507,28.9042,2500,3175,3850,2740,2770,2800,0.47368902,53.5,0.635,16.4,8.79,0.169,7.18,7.74,3.79,0.302,0.055,,252,1156,140,370,160,90,,11.89,125.99,10,15,15,0,116.44,10,10,,,,,,,,,,,,,,10,20,,9
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",179JSN 95-2,BASALT,63.943,29.0728,2500,3175,3850,2740,2748,2756,0.198958635,49.2,0.894,15.2,12.2,0.178,7.62,9.82,2.32,0.089,0.078,,313,292,130,130,50,80,,3.66,81.18,14,30,15,30,35.83,10,30,,,,,,,,,,,,,,0,10,0,6
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",245JSN 95-1,basalt,63.9524,29.0831,2500,3175,3850,2740,2748,2756,0.009634239,50.7,0.701,14.1,10.8,0.198,8.47,8.31,3.94,0.104,0.069,,265,362,80,90,10,90,,7.32,101.47,14,30,17,0,62.7,10,20,,,,,,,,,,,,,,10,10,0,1
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",70JSN 95-1,BASALT,63.9263,29.0974,2500,3175,3850,2740,2748,2756,0.883063793,47.8,0.554,11.5,10.8,0.202,14,9.25,1.22,0.104,0.05,,238,1170,270,360,30,90,,4.57,73.57,13,22,12,10,152.26,10,10,,,,,,,,,,,,,,0,10,0,10
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",172TOH 93-1,BASALT,64.2379,29.0904,2500,3175,3850,2740,2770,2800,0.355107099,53.3,0.619,15.3,8.22,0.171,6.97,8.36,4.12,0.149,0.067,,275,951,100,450,70,50,,3.2,125.99,16,22,5,20,89.57,0,10,,,,,,,,,,,,,,0,0,0,9
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",42TOH 96-1,BASALT,65.1475,29.0623,2500,3175,3850,2740,2770,2800,0.011970716,47.5,0.82,14.8,12.2,0.216,8.02,9.97,2.27,0.139,0.068,,313,269,50,150,70,100,,10.97,82.87,16,30,19,20,53.74,20,10,,,,,,,,,,,,,,10,20,0,3
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",172TTT 96-1,THOLEIITE,64.2816,29.0515,2500,3175,3850,2740,2770,2800,0.00237228,47.9,0.754,14.9,10.6,0.243,8.7,11.8,1.86,0.335,0.079,,279,434,40,110,0,190,,12.8,110.77,15,37,12,20,62.7,40,20,,,,,,,,,,,,,,0,20,0,0
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",64TOH 96-1,BASALT,65.1343,29.0577,2500,3175,3850,2740,2770,2800,0.084130399,48.4,0.774,14.5,11.2,0.23,5.96,11.9,1.91,0.223,0.066,,306,267,50,140,140,100,,10.97,87.1,15,22,17,0,62.7,10,30,,,,,,,,,,,,,,10,10,0,26
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",14SII 94-2/106.40,basalt,64.2434,29.0504,2500,3175,3850,2763,2788,2813,0.001562352,53,0.771,14.9,9.04,0.279,8.22,7.71,3.44,0.184,0.076,,319,377,90,140,10,580,,8.23,73.57,26,37,18,10,62.7,20,20,,,,,,,,,,,,,,10,150,0,0
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",49KYK 94-1,basalt,64.1586,29.2185,2500,3175,3850,2740,2770,2800,0.085731611,49.4,0.746,14.5,11,0.248,8.46,9.82,2.72,0.824,0.07,,265,276,110,140,10,60,,34.75,141.21,15,22,14,30,313.48,20,10,,,,,,,,,,,,,,10,0,,3
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",157TOH 94-1,BASALT,64.2369,29.1067,2500,3175,3850,2740,2770,2800,0.00979416,49.4,0.59,12.7,10,0.163,12.1,6.26,4,0.037,0.056,,231,1047,90,250,150,60,,4.57,90.48,13,22,12,30,26.87,20,10,,,,,,,,,,,,,,10,10,0,3
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",30JTL 96-2,basalt,63.8572,28.9087,2500,3175,3850,2740,2770,2800,0.313292265,47.8,0.549,13,11.4,0.208,12.2,10.6,1.48,0.13,0.038,,245,1095,110,340,40,80,,8.23,38.9,8,15,15,30,53.74,10,10,,,,,,,,,,,,,,10,10,0,4
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",26JTL 97-1,BASALT,63.892,28.958,2500,3175,3850,2740,2770,2800,0.069524318,49.4,0.795,15.7,12.2,0.196,7.11,10.9,1.89,0.136,0.085,,295,255,50,110,10,80,,8.23,85.4,16,30,15,20,35.83,0,20,,,,,,,,,,,,,,0,20,0,2
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",1SII 93-2/62.00,THOLEIITE,64.2341,29.095,2500,3175,3850,2763,2788,2813,0.885707438,48.8,0.76,15.5,11.6,0.226,7.34,9.28,1.85,0.317,0.071,,271,304,80,150,0,230,0,13,63,17,30,5,0,54,0,20,,,,,,,,,,,,,,0,10,0,3
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",192JSN 95-1,BASALT,63.9486,29.073,2500,3175,3850,2740,2748,2756,0.31647861,48.9,0.317,8.34,10.5,0.255,16.3,9.45,0.46,0.053,0.022,,170,1943,70,670,0,130,,5.49,2.54,7,0,18,20,35.83,30,20,,,,,,,,,,,,,,0,0,0,4
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",155JTL 96-1,basalt,63.8538,28.888,2500,3175,3850,2740,2770,2800,0.00661844,50.5,0.729,15,11.7,0.257,7.68,8.04,3.63,0.316,0.073,,272,260,70,150,120,90,,12.8,63.42,13,30,16,0,62.7,20,30,,,,,,,,,,,,,,10,10,,9
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",11SII 94-1/24.30,basalt,64.2455,29.0753,2500,3175,3850,2763,2788,2813,0.865077853,52.6,0.482,11.3,7.94,0.185,14.2,7.1,1.46,0.258,0.05,,237,1642,60,310,0,100,,15.54,39.74,10,22,5,10,170.17,0,20,,,,,,,,,,,,,,0,10,0,4
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",109JSN 95-1,basalt,64.5558,29.0766,2500,3175,3850,2740,2748,2756,0.021720305,48.5,0.896,15.2,10.9,0.213,4.61,12.9,2.05,0.185,0.082,,292,218,30,130,40,80,,9.14,190.26,17,30,18,20,53.74,0,0,,,,,,,,,,,,,,10,10,0,2
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",35JTL 97-1,BASALT,63.8249,28.8208,2500,3175,3850,2740,2770,2800,0.095516101,47.8,0.515,12.4,10.8,0.204,13.6,10.2,1.84,0.111,0.032,,215,1252,80,370,0,70,,7.32,54.12,8,7,13,30,35.83,30,20,,,,,,,,,,,,,,10,10,0,0
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",17VIE 64-2/192.29,BASALT,64.4462,29.0483,2500,3175,3850,2763,2788,2813,0.202083513,45.1,0.501,12.4,14.4,0.408,5.53,9.17,1.94,0.349,0.047,,257,1019,80,4710,120,170,,14.63,98.93,15,15,6,0,53.74,0,30,,,,,,,,,,,,,,0,10,0,6
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",182TOH 96-1,BASALT,65.2014,29.0948,2500,3175,3850,2740,2770,2800,0.019189827,48.4,0.829,14.1,12.3,0.212,7.22,11.7,1.98,0.093,0.064,,333,282,60,140,20,60,,7.32,175.88,15,30,16,10,17.91,20,20,,,,,,,,,,,,,,0,0,,6
"Tipasjärvi-Kuhmo-Suomussalmi, Finland","ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",95TOH 96-1,BASALT,65.1828,29.1084,2500,3175,3850,2740,2770,2800,0.098250985,48.7,0.717,12.6,12,0.244,9.37,11.8,2.26,0.149,0.063,,265,821,90,280,100,100,,5.49,93.86,12,22,17,10,107.48,0,10,,,,,,,,,,,,,,10,0,,6
